condition,task_id,seed,initial_state_id,success_at_280,success_step,executed_env_steps,wall_time_to_terminal_s,model_invocations,model_inference_time_s,range_violations,range_clips,buffer_discards,mean_actual_horizon,termination_reason,git_sha,resolved_config_path
Adaptive-H20→H1,2,1000,0,False,,280,71.87773569899946,112,16.678732578001473,55,55,55,18.133928571428573,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,2,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,2,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,2,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,2,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,3,1000,0,True,93,93,35.38746531600009,155,14.498617096999624,86,86,86,17.526799387442573,success,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,3,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,3,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,3,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,3,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,4,1000,0,False,,280,84.63734936799938,250,30.901918263994958,147,147,147,17.026795284030012,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,4,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,4,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,4,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,4,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,5,1000,0,False,,280,99.1296190789999,372,38.76978800100642,215,215,215,16.6479802143446,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,5,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,5,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,5,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,5,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,6,1000,0,True,130,130,55.78020571599973,461,28.067402977998427,289,289,289,15.939687267311989,success,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,6,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,6,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,6,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,6,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,7,1000,0,False,,280,101.03809619099957,595,40.53082311300568,367,367,367,15.727048675292668,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,7,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,7,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,7,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,7,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,8,1000,0,False,,280,72.86269818799974,649,17.860431782995875,394,394,394,16.08617971623752,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,8,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,8,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,8,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,8,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,9,1000,0,False,,280,88.65787091499988,761,35.84774526699766,461,461,461,16.01374255611544,max_steps,fc574cf1addd60bbe39698a897b01ec3069d259d,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,9,1001,1,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,9,1002,2,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,9,1003,3,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
Adaptive-H20→H1,9,1004,4,,,,,,,,,,,not_started_dry_run,fd2db7315cd7b62d049ad78a8a7aa4b7d84f4500,/mnt/d/VLA/msc26-vla/runs/pilot-dry-run/resolved_config.json
